INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
1117,Jews have a stranglehold on the American government.,"Does that mean Jews as a 2,5% minority can control all levels of government? In a democratic country, we believe that every minority should be represented in the government and it guarantees that noone has total control over anything.",JEWS,V2
207,Jews made the 9/11 attack.,It is easier to blame one group for everything bad that happens rather than trying to understand the complex and multifaceted causes of problems.,JEWS,V1
278,Jews control the u.s. government and have a secret plot to take over the world,"Individuals who identify as Christians, or as Muslims, or as afro-american have succeeded as well in US politics. There is no secret Jews conspiracy to rule the world.",JEWS,V1
560,"Gays are spreading AIDS all around the world because they are promiscuous and fornicate with strangers, and they lie when they want to donate blood.","There is little to no reason for them to do so; if they wish to donate blood, evidently they have a degree of care about others. Lying would contradict the very reasons they might want to donate.Homophobic statements rarely make much sense.",LGBT+,V1
4762,LGBT+ people are a burden to society.,"LGBT+ people often face discrimination from their colleagues or even their families, which is not just hard to bear, it can have a devastating impact on individuals.",LGBT+,V6_mix
689,LGBTs just want to brainwash our children. They should not be taught about gender identity and sexual orientation in school. This is a too polarized debate.,"Many points in history are also subjects of polarized debate, but they still can be, and are, taught objectively.",LGBT+,V1
3043,"Faggots, lesbians, and transgenders are all just hiding behind our society to abuse. They are allowed to do what they want to do to us.",I don't see how the language you are using can be applied to a whole group. I would like to think that our society is diverse and mature enough to deal with people with different sexual orientations and genders.,LGBT+,V6_sbf
925,"If LGBT were to have a normal behavior, society would accept them more easily.",How about using cultural diversity as the criteria?  Your standards seem very high for what you expect to be culturally acceptable standards of behavior.  Maybe it is better to use a less stringet criteria of acceptability.,LGBT+,V2
4934,LGBTs are just sick people that should be isolated and ignored.,"LGBT people are people, and deserve the full and equal human rights of all other citizens.",LGBT+,V6_mix
2809,Gays are sick. They should be isolated.,"There is no evidence that homosexuality is a health problem. This myth started out as a form of discrimination based on sexual orientation and has since morphed into a weapon of hate, directed at the LGBT+ community.",LGBT+,V5
3345,Gays are just a bunch of disgusting animals. They should be isolated from society and the world.,Gays are not animals. Why you should isolate people based on their sexual preferences?,LGBT+,V6_sbf
3226,"Gays are just a bunch of disgusting animals. You should have the same disgust for them that you have for cancer people, small pox, and TB.",This is just prejudice that is not based on facts.,LGBT+,V6_sbf
3888,"Gay people should be isolated, confined, gagged and kept in therapy as a means of showing how tolerant we are to them.","Maybe we just have a different notion of 'tolerance'. How about letting people from any sexual orientation, race, religion, or political opinion live freely, without confining them?",LGBT+,V6_kc
2822,Gays are sick. They should be isolated and confined.,Your statement implies that all gays are diseased. Do you have any statistics on that?,LGBT+,V5
4158,Gays are sick.,There is no evidence that homosexuality is a health problem. Why do you say so?,LGBT+,V6_lab
2511,Gays are perverts.,"Life is too short not to love who you like, or to worry about arbitary notions and 'norms' that are no longer relevant to how people live their lives.",LGBT+,V5
1134,Faggots are ruining this country.,"It seems that you have become intolerant to homosexuals, maybe you should reflect on the reasons why you feel this way about people practicing love.",LGBT+,V2
30,"UK Education Secretary: ‘All children from the age of 4 will have mandatory lessons on same sex relationships.’ – This is not about Education, this is about willingly confusing and indoctrinating kids and preventing them from developing their personalities.","This is about teaching children about the world they live in, and helping them get on with others.",LGBT+,V1
